Age,sport_engagement,Gender,CGPA,academic_workload,Academic_pressure,Anxiety,average_sleep,Diet_Quality,Social_relationships,Financial_pressure,Extracurricular_Involvement,Residence_Type,current_academic_year
27,2,Female,3.84,5,2,4,7-8hrs,3,3,3,3,With Family,2
20,2,Male,3.16,4,2,3,4-6hrs,3,1,3,3,On-Campus,2
22,1,Female,3.62,5,1,5,4-6hrs,3,3,2,3,Off-Campus,1
32,1,Female,3.91,3,3,1,4-6hrs,3,1,5,3,On-Campus,3
30,5,Male,4,4,5,2,7-8hrs,3,3,4,3,On-Campus,5
20,2,Female,3.32,3,2,5,4-6hrs,3,5,2,1,On-Campus,2
26,4,Male,3.85,3,4,3,7-8hrs,5,3,4,3,On-Campus,4
18,4,Female,3.63,4,4,2,4-6hrs,5,3,2,3,With Family,4
23,2,Male,3.17,1,2,1,4-6hrs,3,3,0,3,On-Campus,2
19,4,Female,3.93,3,4,3,7-8hrs,1,5,3,3,Off-Campus,4
19,1,Male,3.31,4,1,1,1-3hrs,3,1,5,3,With Family,1
27,1,Male,3.61,4,3,4,7-8hrs,3,3,2,3,On-Campus,3
21,4,Male,3.74,4,4,1,4-6hrs,3,1,1,1,With Family,4
23,5,Male,3.1,2,5,1,7-8hrs,3,5,1,1,On-Campus,5
25,5,Male,3.44,2,5,1,1-3hrs,3,5,1,3,On-Campus,5
21,1,Female,3.76,5,3,3,1-3hrs,3,1,3,3,On-Campus,3
22,2,Male,3.03,4,2,2,7-8hrs,5,3,1,3,With Family,2
18,1,Female,3.47,5,3,5,1-3hrs,5,3,0,5,Off-Campus,3
21,1,Male,3.17,3,1,1,7-8hrs,3,3,3,5,On-Campus,1
19,1,Female,4,4,3,1,7-8hrs,1,1,5,5,On-Campus,2
22,1,Male,3.37,3,3,1,4-6hrs,3,5,0,1,Off-Campus,3
25,5,Female,3.66,5,5,5,7-8hrs,3,3,0,3,Off-Campus,5
20,1,Female,4,3,1,2,4-6hrs,3,3,5,1,Off-Campus,1
21,2,Male,3.4,5,2,4,7-8hrs,3,1,3,3,On-Campus,2
30,2,Male,3.44,1,2,3,7-8hrs,3,1,1,3,Off-Campus,2
24,1,Male,3.23,4,3,5,4-6hrs,1,5,0,3,Off-Campus,2
25,2,Female,3.94,4,2,1,7-8hrs,3,1,2,3,On-Campus,2
19,1,Male,3.7,3,3,3,4-6hrs,1,1,5,3,On-Campus,2
26,1,Male,3.23,2,3,3,7-8hrs,3,5,2,1,Off-Campus,2
25,4,Female,3.29,2,4,4,1-3hrs,5,1,2,1,On-Campus,4
18,1,Female,3.35,3,3,2,4-6hrs,3,3,2,5,Off-Campus,2
18,1,Male,4,2,3,2,4-6hrs,3,3,4,5,Off-Campus,3
21,1,Male,3.81,1,3,1,4-6hrs,5,3,1,1,Off-Campus,2
26,1,Female,3.43,3,3,5,7-8hrs,1,3,2,1,On-Campus,2
19,2,Female,3.5,1,2,1,1-3hrs,3,1,4,1,Off-Campus,2
19,1,Female,3.5,4,1,1,7-8hrs,5,5,0,1,With Family,1
24,1,Female,4,5,1,1,4-6hrs,5,5,0,1,Off-Campus,1
22,1,Female,3.49,4,1,3,4-6hrs,1,5,1,3,With Family,1
26,1,Female,3.89,4,3,1,4-6hrs,3,3,1,3,Off-Campus,2
30,2,Male,3.33,3,2,2,1-3hrs,3,5,0,3,Off-Campus,2
24,2,Male,3.31,5,2,3,7-8hrs,3,3,5,1,On-Campus,2
24,1,Male,2.9,4,3,3,7-8hrs,3,3,1,5,With Family,3
28,4,Female,3.19,3,4,1,7-8hrs,3,5,0,5,With Family,4
23,1,Male,3.21,2,3,1,4-6hrs,3,5,1,1,On-Campus,3
25,1,Male,3.7,3,1,4,7-8hrs,3,1,2,3,On-Campus,1
23,5,Female,4,4,5,2,4-6hrs,3,3,0,1,On-Campus,5
26,1,Female,3.56,5,1,1,7-8hrs,5,3,3,5,Off-Campus,1
18,5,Male,3.47,3,5,1,7-8hrs,3,3,4,3,On-Campus,5
19,1,Male,4,3,3,1,1-3hrs,5,5,1,1,With Family,3
24,1,Male,3.44,1,3,3,1-3hrs,3,3,5,3,With Family,2
26,5,Male,4,5,5,2,7-8hrs,5,5,3,5,With Family,5
27,1,Female,3.43,4,1,1,7-8hrs,3,5,0,1,With Family,1
26,1,Male,3.56,5,1,2,7-8hrs,1,5,5,1,Off-Campus,1
20,2,Female,3.39,2,2,3,7-8hrs,1,3,3,1,Off-Campus,2
22,1,Male,3.83,1,3,3,1-3hrs,3,1,1,1,Off-Campus,2
21,1,Female,3.43,2,3,1,7-8hrs,1,1,5,1,Off-Campus,3
21,1,Male,3.25,1,3,1,4-6hrs,1,5,3,1,Off-Campus,3
19,1,Male,3.07,4,1,5,4-6hrs,3,5,3,3,Off-Campus,1
27,1,Female,3.43,2,1,2,1-3hrs,5,1,3,1,On-Campus,1
23,1,Male,3.82,2,3,4,4-6hrs,1,3,5,3,On-Campus,2
25,1,Female,3.59,5,1,3,7-8hrs,5,1,5,1,With Family,1
22,1,Male,3.84,4,1,1,7-8hrs,3,3,3,5,Off-Campus,1
29,1,Male,4,2,3,3,1-3hrs,3,3,3,3,Off-Campus,2
21,4,Male,3.24,3,4,5,7-8hrs,5,1,3,3,With Family,4
21,1,Female,3.12,2,3,1,4-6hrs,3,5,4,3,Off-Campus,3
28,1,Female,3.43,1,3,5,4-6hrs,3,3,1,3,With Family,2
21,1,Male,3.08,4,1,1,7-8hrs,3,3,4,5,With Family,1
19,1,Male,3.62,5,3,2,4-6hrs,3,3,1,1,Off-Campus,2
18,2,Female,3.61,5,2,1,1-3hrs,5,1,2,1,Off-Campus,2
31,1,Male,3.37,5,1,2,4-6hrs,3,5,0,1,With Family,1
19,1,Female,3.85,5,3,1,4-6hrs,1,3,2,3,On-Campus,3
24,2,Female,2.94,1,2,1,7-8hrs,3,3,5,1,On-Campus,2
29,1,Female,3.39,2,3,5,4-6hrs,1,5,2,1,Off-Campus,3
18,1,Male,3.92,2,3,2,4-6hrs,5,5,0,5,Off-Campus,3
30,2,Female,3.63,5,2,2,7-8hrs,3,3,1,3,On-Campus,2
28,4,Female,3.87,4,4,3,4-6hrs,5,3,4,1,Off-Campus,4
24,1,Female,3.52,1,3,1,7-8hrs,3,3,5,1,Off-Campus,2
24,1,Male,3.87,4,3,5,7-8hrs,5,3,3,3,On-Campus,3
27,5,Female,3.71,1,5,2,4-6hrs,5,3,1,3,On-Campus,5
20,1,Female,3.56,4,3,1,7-8hrs,3,3,5,1,On-Campus,2
25,1,Male,3.47,4,3,5,7-8hrs,3,3,2,3,Off-Campus,3
23,1,Female,3.5,4,1,1,7-8hrs,5,5,0,3,On-Campus,1
21,1,Female,3.47,3,1,2,7-8hrs,5,3,5,5,On-Campus,1
19,2,Male,3.11,5,2,4,7-8hrs,3,3,2,1,Off-Campus,2
29,1,Female,3.59,5,1,5,1-3hrs,5,3,0,3,On-Campus,1
25,1,Male,3.33,2,1,1,7-8hrs,5,3,5,5,With Family,1
19,1,Female,3.53,2,3,1,1-3hrs,3,3,2,5,On-Campus,2
18,2,Female,3.36,2,2,1,4-6hrs,1,5,5,3,Off-Campus,2
20,1,Female,3.56,4,3,1,4-6hrs,1,3,5,1,With Family,2
27,1,Male,3.25,4,1,2,4-6hrs,5,3,1,3,With Family,1
20,5,Female,3.42,3,5,1,4-6hrs,5,5,3,3,Off-Campus,5
19,2,Male,3.34,3,2,2,7-8hrs,3,5,3,3,Off-Campus,2
19,1,Female,3.62,5,3,3,4-6hrs,3,1,2,5,On-Campus,2
24,5,Female,4,2,5,3,7-8hrs,3,5,2,5,On-Campus,5
19,2,Male,3.46,2,2,5,7-8hrs,1,3,1,3,On-Campus,2
23,5,Female,4,2,5,1,1-3hrs,3,1,3,3,On-Campus,5
18,4,Male,3.13,3,4,4,7-8hrs,5,5,0,3,On-Campus,4
31,1,Male,3.45,4,3,3,7-8hrs,3,3,1,3,On-Campus,2
21,2,Male,2.85,2,2,3,7-8hrs,1,1,1,3,Off-Campus,2
22,4,Female,3.22,4,4,1,4-6hrs,3,5,4,3,With Family,4
27,1,Female,3.12,2,3,4,4-6hrs,3,5,5,3,Off-Campus,2
22,2,Male,3.52,3,2,3,4-6hrs,3,3,4,3,On-Campus,2
24,2,Female,3.86,4,2,1,4-6hrs,3,3,4,3,On-Campus,2
20,1,Female,3.87,1,1,3,4-6hrs,1,3,2,3,On-Campus,1
25,1,Male,3.73,5,3,1,4-6hrs,3,3,2,3,Off-Campus,3
23,4,Female,3.09,2,4,3,7-8hrs,5,3,1,3,With Family,4
19,2,Female,4,5,2,1,1-3hrs,1,3,1,3,With Family,2
30,2,Male,3.28,1,2,1,7-8hrs,3,5,5,5,Off-Campus,2
23,1,Male,3.61,2,3,3,4-6hrs,3,3,3,1,Off-Campus,2
24,2,Male,3.32,4,2,4,4-6hrs,3,3,4,3,Off-Campus,2
26,4,Male,3.39,4,4,1,4-6hrs,3,5,3,1,Off-Campus,4
25,5,Male,3.51,2,5,1,4-6hrs,3,3,0,3,Off-Campus,5
18,1,Female,3.6,4,3,2,7-8hrs,3,1,0,3,With Family,3
23,5,Male,3.96,2,5,1,1-3hrs,5,3,3,5,Off-Campus,5
23,1,Female,3.44,2,1,3,4-6hrs,1,3,0,3,Off-Campus,1
19,2,Male,4,3,2,4,4-6hrs,3,3,0,3,With Family,2
22,1,Male,3.45,2,1,1,4-6hrs,5,5,0,1,On-Campus,1
21,5,Female,3.19,2,5,1,7-8hrs,3,5,0,3,On-Campus,5
31,1,Male,3.23,1,3,1,7-8hrs,1,3,1,5,Off-Campus,2
19,4,Male,3.45,1,4,1,4-6hrs,3,3,4,3,Off-Campus,4
20,4,Male,3.52,1,4,3,1-3hrs,1,5,5,3,With Family,4
26,2,Female,3.22,4,2,5,7-8hrs,5,1,4,5,Off-Campus,2
24,2,Male,3.8,1,2,1,4-6hrs,3,3,2,5,With Family,2
23,1,Male,2.98,1,3,1,4-6hrs,1,3,4,1,On-Campus,2
18,1,Female,3.67,4,1,1,7-8hrs,1,3,0,3,On-Campus,1
24,4,Male,3.68,4,4,5,7-8hrs,3,5,0,5,Off-Campus,4
18,1,Male,2.99,3,1,2,7-8hrs,3,3,2,5,Off-Campus,1
25,1,Male,3.61,3,3,1,4-6hrs,3,5,5,1,Off-Campus,3
30,5,Male,3.25,3,5,2,1-3hrs,3,3,2,1,With Family,5
27,5,Female,3.72,2,5,5,4-6hrs,3,1,1,5,With Family,5
20,1,Male,3.62,5,1,1,7-8hrs,5,5,5,3,On-Campus,1
33,4,Male,3.78,4,4,1,1-3hrs,5,3,1,3,On-Campus,4
25,1,Female,3.44,4,3,2,4-6hrs,3,3,2,3,Off-Campus,2
23,1,Female,3.92,5,3,2,4-6hrs,3,3,1,3,On-Campus,3
28,2,Male,3.28,2,2,1,1-3hrs,3,3,4,3,Off-Campus,2
21,1,Female,4,1,3,1,7-8hrs,1,5,3,1,With Family,3
26,5,Male,4,4,5,2,7-8hrs,1,5,1,5,With Family,5
18,1,Female,2.81,4,3,5,1-3hrs,1,3,2,3,On-Campus,3
28,5,Male,3.01,3,5,2,1-3hrs,3,3,1,3,On-Campus,5
27,1,Female,3.45,2,3,3,1-3hrs,1,5,5,3,On-Campus,2
26,1,Female,3.6,5,3,5,4-6hrs,3,3,0,1,Off-Campus,2
20,1,Male,3.22,5,3,1,4-6hrs,3,5,2,3,On-Campus,2
27,2,Female,3.28,4,2,1,7-8hrs,3,3,1,3,Off-Campus,2
21,1,Male,4,2,3,1,4-6hrs,3,3,1,5,Off-Campus,2
21,1,Female,3.36,4,3,5,4-6hrs,3,3,2,5,Off-Campus,3
26,2,Female,3.51,5,2,4,7-8hrs,1,5,0,3,Off-Campus,2
22,2,Male,3.32,4,2,4,4-6hrs,1,5,0,3,Off-Campus,2
19,4,Male,3.45,2,4,5,7-8hrs,3,5,2,1,Off-Campus,4
26,1,Male,3.52,4,1,3,4-6hrs,1,3,4,1,Off-Campus,1
21,1,Male,3.28,2,3,1,1-3hrs,5,3,0,3,With Family,3
19,1,Female,4,4,1,3,1-3hrs,3,1,2,3,Off-Campus,1
20,1,Male,3.64,1,3,3,7-8hrs,1,5,4,3,On-Campus,2
28,1,Female,3.32,4,3,2,4-6hrs,1,5,2,5,Off-Campus,3
20,5,Male,3.66,2,5,1,7-8hrs,3,5,4,1,Off-Campus,5
20,1,Female,3.69,4,1,3,7-8hrs,5,3,3,3,On-Campus,1
26,1,Male,2.79,3,3,1,4-6hrs,3,3,2,3,Off-Campus,2
22,2,Male,3.33,4,2,2,4-6hrs,3,5,0,3,On-Campus,2
30,1,Female,3.45,3,1,1,7-8hrs,3,3,0,3,Off-Campus,1
27,1,Female,3.7,3,1,2,7-8hrs,3,3,1,5,Off-Campus,1
20,2,Female,2.99,4,2,2,4-6hrs,5,3,3,1,Off-Campus,2
28,4,Female,3.48,3,4,4,4-6hrs,3,1,5,3,On-Campus,4
18,1,Male,3.63,4,3,3,7-8hrs,5,5,5,5,On-Campus,2
25,1,Male,3.75,1,3,1,4-6hrs,3,1,2,3,On-Campus,3
20,1,Female,4,4,3,2,7-8hrs,3,1,3,1,Off-Campus,2
27,1,Female,3.75,4,1,2,7-8hrs,3,3,1,5,On-Campus,1
21,1,Male,3.78,4,3,1,7-8hrs,3,3,0,1,Off-Campus,2
25,1,Male,3.81,3,1,5,7-8hrs,3,5,4,3,On-Campus,1
28,1,Male,3.34,5,3,5,4-6hrs,1,1,4,1,Off-Campus,3
20,1,Female,3.74,5,1,4,1-3hrs,5,3,4,3,On-Campus,1
26,5,Female,3.3,2,5,1,1-3hrs,3,5,1,3,On-Campus,5
28,1,Female,3.44,4,1,1,4-6hrs,3,3,0,3,On-Campus,1
26,4,Female,3.89,5,4,5,7-8hrs,5,5,2,1,On-Campus,4
20,1,Male,3.28,3,3,2,7-8hrs,3,1,3,5,Off-Campus,2
28,1,Female,3.07,2,1,1,4-6hrs,3,3,0,1,With Family,1
20,1,Female,3.72,2,3,2,4-6hrs,1,5,1,3,Off-Campus,3
24,4,Male,3.53,2,4,4,1-3hrs,5,5,0,1,Off-Campus,4
25,2,Female,4,2,2,2,7-8hrs,5,5,5,5,Off-Campus,2
19,2,Female,3.53,2,2,2,7-8hrs,3,5,5,1,On-Campus,2
23,4,Female,3.35,3,4,1,7-8hrs,1,1,0,5,With Family,4
19,1,Male,2.86,5,1,3,4-6hrs,3,3,3,5,With Family,1
22,1,Male,3.53,4,3,1,4-6hrs,1,5,1,3,With Family,2
21,1,Female,3.34,3,1,4,7-8hrs,3,5,0,1,On-Campus,1
23,4,Male,3.52,4,4,1,4-6hrs,1,3,0,3,On-Campus,4
21,4,Female,3.8,1,4,4,7-8hrs,3,5,3,5,On-Campus,4
29,4,Male,3.65,4,4,4,7-8hrs,5,3,0,1,With Family,4
25,2,Male,3.12,3,2,1,7-8hrs,1,3,0,5,With Family,2
22,4,Male,3.4,1,4,4,7-8hrs,3,1,2,1,Off-Campus,4
20,1,Female,3.94,3,1,1,1-3hrs,3,3,2,3,On-Campus,1
27,5,Female,3.34,1,5,1,4-6hrs,5,3,0,3,On-Campus,5
24,1,Female,3.34,1,3,1,7-8hrs,5,3,4,3,On-Campus,3
24,2,Female,3.97,4,2,1,1-3hrs,5,3,1,3,With Family,2
19,1,Male,3.16,1,3,1,4-6hrs,3,3,1,3,With Family,3
22,4,Female,3.34,4,4,3,7-8hrs,3,1,2,1,On-Campus,4
28,1,Female,3.31,3,3,1,7-8hrs,3,3,3,5,With Family,3
21,1,Female,3.84,5,3,1,1-3hrs,1,3,2,3,On-Campus,2
24,4,Female,3.45,2,4,3,7-8hrs,3,5,4,5,With Family,4
26,1,Male,3.84,1,3,1,4-6hrs,3,3,2,3,Off-Campus,2
26,1,Male,3.88,4,1,1,4-6hrs,3,3,5,1,Off-Campus,1
25,1,Male,3.45,1,3,5,4-6hrs,1,1,3,3,Off-Campus,2
23,2,Male,3.96,2,2,1,4-6hrs,1,3,4,1,Off-Campus,2
25,1,Female,3.67,3,3,1,4-6hrs,3,5,5,3,With Family,2
19,1,Male,3.49,5,3,4,4-6hrs,3,3,0,1,Off-Campus,3
22,4,Female,3.12,3,4,1,7-8hrs,3,3,2,1,On-Campus,4
27,2,Male,3.21,2,2,1,4-6hrs,3,1,2,3,On-Campus,2
26,1,Female,3.45,4,3,3,4-6hrs,1,3,3,3,Off-Campus,2
22,1,Male,3.66,4,1,3,7-8hrs,3,5,1,3,On-Campus,1
26,1,Male,3.34,3,3,3,7-8hrs,5,5,1,5,On-Campus,3
26,2,Male,4,1,2,4,1-3hrs,3,5,1,1,Off-Campus,2
29,1,Male,3.72,3,3,4,7-8hrs,5,1,2,5,Off-Campus,3
24,2,Female,3.92,5,2,1,7-8hrs,1,3,1,1,On-Campus,2
23,2,Male,3.75,3,2,1,7-8hrs,3,5,5,5,Off-Campus,2
20,1,Male,3.91,3,3,2,7-8hrs,5,3,2,5,Off-Campus,2
25,4,Female,2.86,1,4,3,7-8hrs,5,5,1,1,On-Campus,4
22,2,Male,4,4,2,2,7-8hrs,3,5,5,3,Off-Campus,2
23,1,Female,3.51,4,3,3,4-6hrs,1,5,2,3,With Family,2
25,1,Female,3.52,1,3,5,4-6hrs,3,1,0,1,On-Campus,3
25,1,Male,3.11,2,1,5,1-3hrs,5,3,0,3,On-Campus,1
22,2,Female,3.74,2,2,5,1-3hrs,3,3,1,5,On-Campus,2
24,1,Female,3.36,4,3,4,7-8hrs,3,5,1,1,With Family,2
18,1,Female,3.19,4,3,2,4-6hrs,3,5,2,3,Off-Campus,2
21,2,Female,2.94,1,2,2,7-8hrs,3,3,2,1,On-Campus,2
26,1,Female,3.62,4,3,2,1-3hrs,3,3,3,3,Off-Campus,3
28,5,Female,3.32,2,5,4,7-8hrs,1,3,3,1,With Family,5
26,2,Female,3.54,1,2,5,4-6hrs,1,3,2,5,Off-Campus,2
22,1,Female,3.77,5,3,3,4-6hrs,3,1,2,1,On-Campus,2
27,1,Male,4,5,3,1,4-6hrs,5,3,0,3,On-Campus,3
27,2,Female,3.44,2,2,5,4-6hrs,3,1,5,5,On-Campus,2
29,2,Male,3.63,3,2,3,7-8hrs,3,3,5,5,Off-Campus,2
32,2,Female,3.16,4,2,1,7-8hrs,3,3,0,5,Off-Campus,2
22,1,Male,3.76,2,3,3,7-8hrs,3,3,1,3,On-Campus,2
19,4,Male,3.17,5,4,1,1-3hrs,3,5,4,1,With Family,4
30,2,Female,3.6,1,2,1,4-6hrs,5,5,5,3,Off-Campus,2
27,4,Male,3.25,2,4,5,7-8hrs,3,1,5,5,Off-Campus,4
23,2,Male,3.54,5,2,1,4-6hrs,3,5,4,3,Off-Campus,2
19,4,Female,3.76,2,4,1,7-8hrs,5,3,3,3,Off-Campus,4
21,4,Female,3.85,5,4,5,4-6hrs,3,3,0,1,Off-Campus,4
23,2,Male,3.99,1,2,5,7-8hrs,3,3,0,3,Off-Campus,2
26,4,Male,3.01,5,4,1,7-8hrs,3,1,2,5,On-Campus,4
22,1,Male,3.24,4,3,5,7-8hrs,5,1,0,3,With Family,3
21,1,Male,3.42,4,3,2,7-8hrs,1,5,5,3,Off-Campus,2
21,1,Female,2.98,4,3,3,7-8hrs,3,3,1,5,Off-Campus,2
27,1,Male,3.37,3,1,1,1-3hrs,5,3,3,3,With Family,1
28,2,Female,3.63,5,2,1,7-8hrs,3,1,2,5,On-Campus,2
20,1,Female,2.97,4,1,2,7-8hrs,3,3,5,1,Off-Campus,1
26,1,Female,3.78,1,1,3,4-6hrs,3,3,0,3,Off-Campus,1
23,4,Male,3.28,3,4,1,4-6hrs,3,3,0,1,On-Campus,4
19,1,Female,3.55,1,3,3,7-8hrs,5,3,0,3,On-Campus,3
21,1,Male,3.43,2,3,1,4-6hrs,3,5,5,3,On-Campus,2
22,2,Male,3.36,5,2,1,4-6hrs,3,1,4,3,On-Campus,2
24,1,Male,3.39,1,3,3,7-8hrs,3,3,2,3,Off-Campus,3
21,1,Female,3.9,3,1,1,7-8hrs,3,5,5,5,On-Campus,1
18,1,Female,3.28,4,3,3,7-8hrs,3,3,5,5,On-Campus,2
24,1,Female,3.78,4,3,2,4-6hrs,1,3,0,5,On-Campus,2
27,1,Male,3.29,3,3,1,7-8hrs,1,1,5,1,With Family,3
19,1,Female,3.85,5,3,4,7-8hrs,3,5,1,1,On-Campus,2
23,2,Female,3.82,2,2,3,4-6hrs,1,3,3,1,On-Campus,2
21,2,Male,3.71,4,2,1,7-8hrs,3,5,3,5,On-Campus,2
27,1,Female,3.45,4,1,5,4-6hrs,3,5,1,3,On-Campus,1
21,5,Female,3.18,2,5,4,4-6hrs,5,3,0,3,On-Campus,5
19,5,Female,3.67,2,5,5,4-6hrs,5,1,3,3,On-Campus,5
23,1,Female,3.33,3,3,1,1-3hrs,3,1,3,1,With Family,2
18,4,Female,3.16,3,4,1,4-6hrs,3,3,1,3,Off-Campus,4
18,1,Male,3.41,4,1,5,4-6hrs,3,3,0,1,Off-Campus,1
26,1,Female,3.68,3,1,1,7-8hrs,1,3,3,1,Off-Campus,1
18,1,Female,3.68,3,3,2,7-8hrs,1,3,0,3,With Family,3
30,2,Male,3.5,4,2,5,4-6hrs,3,3,2,5,Off-Campus,2
24,1,Male,3.65,2,3,1,7-8hrs,3,3,2,3,On-Campus,3
32,1,Female,3.42,3,3,1,7-8hrs,5,5,0,5,On-Campus,3
25,1,Male,3.58,4,3,1,4-6hrs,3,5,0,5,With Family,3
22,2,Male,3.29,4,2,1,4-6hrs,3,3,3,1,Off-Campus,2
19,1,Male,3.94,2,3,1,4-6hrs,1,1,3,1,On-Campus,3
18,5,Female,3.27,5,5,3,7-8hrs,3,5,4,1,Off-Campus,5
21,4,Male,3.82,4,4,2,7-8hrs,3,3,0,5,With Family,4
24,1,Female,3.79,5,3,3,4-6hrs,5,5,3,1,With Family,3
18,4,Female,3.6,4,4,1,7-8hrs,3,5,2,1,With Family,4
24,2,Female,3.54,4,2,1,7-8hrs,1,1,4,1,On-Campus,2
26,4,Female,2.98,4,4,4,7-8hrs,3,1,5,3,With Family,4
22,5,Female,3.49,4,5,4,7-8hrs,5,1,4,3,Off-Campus,5
19,1,Female,3.9,5,3,3,4-6hrs,3,5,1,3,Off-Campus,3
18,5,Male,3.5,4,5,1,1-3hrs,3,3,0,3,Off-Campus,5
18,5,Female,3.51,3,5,2,4-6hrs,5,1,2,3,Off-Campus,5
30,1,Female,4,4,3,1,1-3hrs,3,3,0,3,Off-Campus,3
23,1,Male,2.91,1,1,3,4-6hrs,5,5,0,1,Off-Campus,1
28,5,Female,3.67,4,5,5,1-3hrs,3,1,5,5,Off-Campus,5
18,5,Female,4,1,5,1,7-8hrs,3,3,5,5,Off-Campus,5
20,2,Male,3.53,4,2,5,7-8hrs,5,1,4,5,On-Campus,2
25,1,Female,3.74,4,3,4,7-8hrs,3,5,1,5,Off-Campus,2
24,1,Male,3.89,2,1,3,7-8hrs,3,5,2,3,Off-Campus,1
19,1,Female,3.56,3,1,3,4-6hrs,5,5,1,5,On-Campus,1
18,1,Male,3.88,3,3,2,4-6hrs,1,3,5,1,On-Campus,3
32,1,Female,3.8,4,3,2,4-6hrs,3,1,1,1,Off-Campus,3
26,1,Female,3.96,3,3,3,7-8hrs,3,3,1,3,With Family,2
27,1,Female,3.49,4,3,2,4-6hrs,3,1,0,3,Off-Campus,2
25,1,Female,3.33,1,3,4,4-6hrs,5,3,2,3,On-Campus,2
26,1,Female,3.37,1,1,1,4-6hrs,3,3,0,1,Off-Campus,1
23,5,Female,3.03,4,5,1,7-8hrs,3,3,0,3,Off-Campus,5
20,1,Male,3.88,4,3,4,7-8hrs,3,3,4,3,With Family,3
28,1,Female,3.47,3,1,1,4-6hrs,5,3,2,5,Off-Campus,1
22,1,Female,3.57,4,3,2,7-8hrs,3,1,1,1,With Family,2
20,1,Female,3.05,2,1,1,7-8hrs,5,1,5,3,On-Campus,1
32,1,Male,3.11,2,1,1,1-3hrs,3,5,0,3,With Family,1
18,1,Male,3.18,5,3,1,7-8hrs,3,3,1,5,On-Campus,3
18,1,Female,3.58,4,3,4,7-8hrs,3,1,3,3,On-Campus,2
25,1,Female,3.4,3,1,2,4-6hrs,3,5,1,5,Off-Campus,1
24,1,Female,3.63,5,3,4,7-8hrs,3,3,5,3,On-Campus,3
31,2,Female,3.32,2,2,1,4-6hrs,1,5,1,3,Off-Campus,2
18,1,Male,3.09,3,1,1,4-6hrs,3,5,4,3,On-Campus,1
25,1,Female,3.62,5,3,2,4-6hrs,3,3,2,3,Off-Campus,2
19,4,Female,3.87,4,4,5,4-6hrs,1,3,3,3,On-Campus,4
25,1,Female,3.64,1,3,1,7-8hrs,1,5,4,3,Off-Campus,3
19,5,Female,3.68,2,5,1,7-8hrs,3,3,2,1,With Family,5
21,1,Male,3.97,4,3,3,4-6hrs,3,3,0,3,Off-Campus,3
28,4,Male,3.37,1,4,4,4-6hrs,3,5,0,3,With Family,4
28,1,Female,3.38,5,3,4,1-3hrs,3,1,5,5,Off-Campus,3
30,5,Male,3.32,4,5,1,7-8hrs,3,1,1,5,Off-Campus,5
18,4,Female,3.39,4,4,2,4-6hrs,3,3,1,3,On-Campus,4
23,1,Female,3.48,5,3,2,7-8hrs,3,3,3,5,On-Campus,2
25,2,Female,3.93,1,2,3,4-6hrs,3,5,2,5,Off-Campus,2
20,2,Male,3.23,3,2,2,4-6hrs,5,3,1,3,Off-Campus,2
20,5,Female,3.38,1,5,5,4-6hrs,5,3,2,1,With Family,5
18,1,Male,3.3,2,3,3,4-6hrs,3,5,0,1,With Family,3
20,5,Male,3.41,3,5,5,4-6hrs,3,1,5,1,With Family,5
21,1,Male,3.7,4,3,2,7-8hrs,3,5,2,1,On-Campus,2
32,1,Male,3.15,3,1,2,7-8hrs,5,3,1,1,Off-Campus,1
18,2,Male,3.45,4,2,1,7-8hrs,5,3,2,3,Off-Campus,2
23,1,Female,3.33,3,3,4,7-8hrs,3,5,5,1,On-Campus,2
28,2,Female,3.12,1,2,3,4-6hrs,3,3,1,3,Off-Campus,2
20,1,Male,3.52,4,3,1,4-6hrs,3,5,0,3,On-Campus,3
21,1,Male,4,2,1,3,7-8hrs,5,3,0,3,On-Campus,1
28,1,Male,4,4,1,2,4-6hrs,1,3,3,3,Off-Campus,1
20,4,Male,2.87,3,4,2,7-8hrs,3,1,5,1,With Family,4
24,2,Male,3.63,3,2,1,4-6hrs,3,3,1,3,On-Campus,2
20,4,Male,3.39,4,4,1,4-6hrs,3,3,3,5,Off-Campus,4
18,1,Male,3.32,5,3,5,4-6hrs,5,3,0,5,On-Campus,3
25,2,Male,3.21,3,2,5,4-6hrs,3,1,4,1,Off-Campus,2
29,1,Male,3.64,2,1,3,7-8hrs,3,3,1,3,Off-Campus,1
24,1,Female,4,4,3,3,7-8hrs,3,3,0,5,With Family,2
18,1,Female,2.81,1,3,1,7-8hrs,5,5,0,3,On-Campus,3
19,1,Male,3.8,4,3,4,7-8hrs,1,3,5,1,On-Campus,2
31,2,Female,3.62,2,2,3,7-8hrs,5,5,1,1,Off-Campus,2
23,1,Female,3.64,5,3,2,7-8hrs,5,1,0,3,Off-Campus,3
19,1,Female,3.82,5,3,4,7-8hrs,3,3,5,1,With Family,3
23,1,Female,3.45,4,1,4,4-6hrs,3,1,4,3,On-Campus,1
25,5,Male,3.04,1,5,3,4-6hrs,1,5,0,3,With Family,5
18,1,Male,3.29,5,3,1,4-6hrs,5,3,5,3,On-Campus,2
21,1,Male,3.38,1,1,1,7-8hrs,3,3,4,3,On-Campus,1
19,4,Female,3.12,3,4,2,7-8hrs,3,3,5,1,Off-Campus,4
35,1,Female,3.29,3,3,2,7-8hrs,3,3,3,3,Off-Campus,3
